ORF,RNA Change (q-value FDR),Protein Change (q-value FDR),(C4)_030_rna,(C4)_060_rna,(C4)_090_rna,(C4)_120_rna,(C4)_240_rna,(C5)_030_rna,(C5)_060_rna,(C5)_090_rna,(C5)_120_rna,(C5)_240_rna,(C6)_030_rna,(C6)_060_rna,(C6)_090_rna,(C6)_120_rna,(C6)_240_rna,(C4)_030_protein,(C4)_060_protein,(C4)_090_protein,(C4)_120_protein,(C4)_240_protein,(C5)_030_protein,(C5)_060_protein,(C5)_090_protein,(C5)_120_protein,(C5)_240_protein,(C6)_030_protein,(C6)_060_protein,(C6)_090_protein,(C6)_120_protein,(C6)_240_protein
YOR189W,0.410455,0.191643,0.03,0.35,0.24,0.09,0.23,-0.26,-0.08,0.19,0.09,0.25,-0.27,-0.1,0.08,-0.33,-0.2,0.06,-0.17,-0.35,-0.24,-0.24,,,,,,,,,,
YNL087W,0,0.191698,-1.34,-0.59,-0.48,-0.74,-0.45,-1.07,-0.81,-0.41,-0.67,-0.36,-1.17,-0.85,-0.27,-0.38,-0.19,-0.15,-0.15,-0.1,-0.13,-0.31,-0.06,-0.07,-0.09,-0.13,0.01,-0.12,-0.16,0.18,0.19,-0.14
YOR004W,0,0.191944,-1.77,-0.52,-0.48,-0.55,-0.17,-2.05,-1,-0.97,-0.81,-0.02,-2.54,-0.98,-0.63,-0.82,-0.5,0.16,0,-0.04,0.08,0.12,0.54,0.8,0.28,0.89,0.42,,,,,
YGR100W,0.000284,0.192074,0.66,0.33,0.19,0.27,0.15,0.35,0.52,0.29,0.27,0.13,0.33,0.33,0.05,0.15,-0.29,0.01,0.1,0.11,-0.13,0.48,,,,,,,,,,
YPR155C,5E-06,0.192074,0.61,0.23,0.2,0.24,0.23,1.13,0.53,0.33,0.58,0.29,0.94,0.15,0.13,0.27,0.19,-0.32,0.07,-0.01,-0.39,0.1,,,,,,,,,,
YPR041W,5E-06,0.192086,-0.49,-0.16,-0.23,-0.27,-0.06,-0.71,-0.01,-0.25,-0.27,0,-0.88,0.1,-0.32,-0.44,-0.23,0,0.01,0.02,0.01,-0.02,0.07,0.1,-0.05,0.07,0.05,0.06,0.18,0.19,0.17,0.14
YGL073W,5.3E-05,0.192303,0.47,-0.25,-0.22,-0.34,-0.37,0.5,0.04,-0.24,-0.16,-0.07,0.39,0.06,-0.43,-0.35,-0.33,0.37,0.2,-0.19,-0.16,-0.32,0.07,0.34,0.06,-0.28,0.19,,,,,
YGR090W,3.4E-05,0.192723,-0.55,-0.6,-0.28,-0.46,-0.47,-0.9,-0.03,-0.38,-0.28,-0.14,-0.97,-0.46,-0.38,-0.14,-0.05,-0.08,0.06,0.03,0.02,-0.01,-0.23,-0.02,-0.03,-0.19,-0.29,-0.04,-0.02,0.09,-0.04,-0.03
YPL213W,0.140349,0.192819,0.2,0.16,-0.19,0.08,-0.41,0.11,-0.17,-0.05,-0.08,0,0.08,0.13,-0.02,0.04,-0.18,0.05,-0.11,0.15,0.34,0.34,,,,,,,,,,
YNL163C,7E-06,0.192919,-0.35,-0.5,-0.27,-0.28,-0.24,-0.79,-0.21,-0.51,-0.44,-0.21,-0.74,-0.21,-0.33,-0.28,-0.35,-0.1,-0.11,-0.05,-0.21,-0.11,-0.04,-0.05,-0.03,-0.06,0.01,,,,,
YDR528W,2.6E-05,0.195599,-0.39,0.53,0.05,0.27,0.23,-0.89,0.41,0.4,0.29,0.53,-0.85,0.21,0.36,0.19,0.23,-0.15,0.03,-0.1,-0.01,-0.48,,,,,,,,,,
YLR335W,3.8E-05,0.197595,-0.64,-0.07,-0.12,-0.2,-0.32,-1.06,-0.1,-0.38,-0.24,0.01,-1.38,-0.4,-0.44,-0.49,-0.54,0,-0.02,-0.06,-0.1,-0.08,-0.02,0.01,-0.03,-0.04,0.01,-0.12,0.01,-0.05,-0.09,0.03
YJL192C,0.012999,0.197657,-0.18,0.3,-0.08,-0.01,-0.01,-0.45,0.2,0.17,0.37,0.25,-0.53,-0.07,-0.07,0.12,0.05,-0.09,0.22,0.03,0.25,0.26,-0.19,0.16,0.23,0.35,-0.3,-0.05,-0.13,0.02,0.08,-0.01
YDL235C,0.007874,0.197737,0.24,-0.03,0.3,0.2,-0.15,0.24,0.51,0.49,0.37,0.58,0.1,0.11,0.42,0.2,0.25,,,,,,,,,,,-0.46,0.09,-0.06,-0.07,-0.18
YLR083C,0,0.198443,-1.5,-0.1,0.01,-0.22,-0.01,-1.22,-0.6,-0.24,-0.23,-0.06,-1.41,-0.49,-0.13,-0.04,-0.14,0.06,-0.03,-0.04,-0.02,-0.08,-0.05,-0.24,-0.44,-0.33,-0.37,,,,,
YGR284C,0.598027,0.198522,-0.21,-0.08,-0.15,-0.28,0.03,0.08,0.05,0.05,0.05,-0.19,0.05,-0.1,-0.06,-0.12,0,-0.2,0.07,0.07,0.08,-0.07,-0.57,-0.32,-0.2,-0.18,-0.36,-0.09,-0.02,0.22,0.3,-0.05
YOR261C,0.003504,0.199242,0.61,-0.09,-0.38,-0.56,-0.44,0.47,0.55,-0.08,-0.22,-0.01,0.4,0.08,0.03,-0.29,-0.09,0,0.1,0.13,0.1,0.06,-0.11,0.1,0.09,-0.01,-0.26,0.07,0.13,0.03,0.03,-0.02
YJL178C,0.001733,0.19931,0.07,0.07,0.51,0.47,0.62,-0.19,0.25,0.2,0.11,0.38,-0.24,0.24,0.16,0.3,0.15,-0.04,0.19,0.08,-0.04,-0.11,-0.24,0.03,0.27,0.11,0.01,,,,,
YIL118W,0.01716,0.19943,-0.43,0.16,-0.08,0.23,0.16,-0.48,-0.34,-0.12,0,0.2,-0.35,-0.03,-0.16,-0.15,-0.2,-0.05,0.08,0.04,0,0.11,-0.04,-0.14,-0.2,-0.22,-0.12,-0.03,-0.01,-0.13,-0.24,-0.17
YMR259C,0,0.199588,-1.16,-0.59,-0.5,-0.58,-0.6,-1.34,-0.32,-0.28,-0.4,-0.36,-1.37,-0.43,-0.26,-0.3,-0.49,-0.08,-0.18,-0.14,-0.25,-0.37,,,,,,,,,,
YLL013C,0.396392,0.200571,0.05,-0.01,0.04,-0.11,-0.02,0.05,-0.03,0.02,-0.04,-0.01,-0.14,0.25,-0.08,-0.21,-0.21,-0.13,0.29,0.09,0.2,-0.13,,,,,,0.17,0.13,0.08,0.05,0
YGR092W,0.040023,0.201405,-0.26,-0.22,0.2,0.19,0.03,-0.05,0.08,-0.03,0.39,0.23,-0.01,-0.09,-0.17,0.28,0.02,-0.23,-0.25,-0.14,-0.25,-0.24,,,,,,,,,,
YAL041W,0.001649,0.201508,0.18,0.08,-0.03,-0.13,-0.07,0.48,0.11,0,0,-0.04,0.29,0.04,-0.08,-0.14,-0.12,0.39,0.15,0.22,0.19,-0.18,-0.02,0.13,-0.02,-0.03,-0.24,,,,,
YOR250C,0.077481,0.201843,0.1,-0.16,-0.2,-0.01,-0.2,0.4,0.12,0.09,0.25,0.11,0.33,0.22,-0.07,0.23,0.06,-0.06,-0.06,-0.06,0.23,-0.15,,,,,,-0.63,-0.73,-1.2,-0.02,-0.93
YKR039W,0,0.202018,0.08,0.15,0.81,0.62,0.58,0.52,0.19,0.45,0.82,0.61,0.22,0.05,0.61,0.7,0.4,-0.04,0.11,0.2,0.22,-0.39,,,,,,,,,,
YLR187W,0.002435,0.202087,0.13,0,-0.06,-0.07,-0.25,0.51,-0.03,-0.02,0,-0.06,0.38,-0.06,-0.22,-0.04,-0.25,,,,,,-0.32,-0.2,0,-0.21,-0.26,,,,,
YGL055W,1.1E-05,0.202514,-2.49,-0.2,0.41,0.59,0.36,-1.59,-0.91,-0.09,0.53,-0.08,-1.29,-0.13,0.11,0.62,0.09,-0.11,-0.2,-0.18,0.02,-0.09,0.07,-0.11,-0.11,-0.13,0.23,-0.24,-0.27,0.11,-0.01,-0.1
YOL142W,0.031536,0.202884,-0.53,-0.21,-0.18,-0.29,-0.48,-0.08,-0.4,-0.17,-0.14,-0.18,-0.38,-0.43,0.23,0.18,0.12,0.08,-0.35,-0.27,0.11,0.08,-0.19,-0.28,-0.32,-0.33,-0.58,,,,,
YGR080W,3E-06,0.204058,1.43,0.87,0.92,0.86,0.36,1.21,1.12,0.73,0.87,0.8,0.81,0.88,0.29,0.34,0.03,0.25,0.19,0.32,0.31,0.2,-0.22,0.16,0.11,0.2,-0.1,,,,,
YLR095C,0.38348,0.204153,0.09,0.22,0.1,0.16,-0.09,0.13,-0.07,-0.11,-0.11,-0.02,0.06,-0.08,-0.1,-0.2,-0.45,0.04,0,-0.03,-0.13,0.17,0.19,0.26,-0.04,0.01,0.12,,,,,
YKL046C,0.285827,0.206059,-0.08,0.08,0.03,0.15,0.15,-0.07,0.13,0.32,0.36,0.39,-0.14,-0.02,0.1,-0.06,-0.21,,,,,,,,,,,-0.06,0.08,0.24,0.32,0.28
YPR129W,0.055749,0.207962,0.27,0.07,-0.08,-0.18,-0.36,-0.29,-0.05,-0.21,-0.27,0.06,-0.33,-0.11,-0.24,-0.37,-0.37,0.03,0.13,0.16,0.1,0.12,0.34,0.48,-0.1,0.41,0.45,-0.11,0.46,0.35,0.06,-0.46
YPL188W,0.014448,0.208795,0,0.02,0.17,0.01,0.07,0.24,0.41,0.53,0.29,0.3,0.15,0.22,0.23,0.04,0.01,,,,,,0.01,0.2,0.4,0.11,0.18,,,,,
YPL070W,0,0.209821,0.61,0.18,0.08,0,-0.12,0.69,0.32,0.06,0.04,-0.06,0.62,0.24,0,0.01,-0.07,,,,,,,,,,,0.05,0.22,0.07,0.43,0.05
YML069W,0.055882,0.209961,0.44,0.23,0.13,-0.23,-0.29,0.01,0.12,0,-0.2,-0.03,-0.1,-0.16,0.13,-0.32,-0.49,0.11,0.15,0.12,0.12,0.07,0.02,0.12,0.06,0.05,0.08,-0.07,-0.08,0.04,0.08,0
YPR143W,1.2E-05,0.210116,-0.96,-0.23,-0.3,-0.49,-0.68,-1.93,-1.28,-1.21,-1.24,-0.69,-1.84,-0.99,-0.59,-1.06,-0.66,0.12,0.04,-0.02,-0.1,-0.25,-0.14,-0.13,-0.03,-0.24,-0.29,0.06,0.07,0.05,0,0.03
YKL130C,0.014803,0.21019,-0.06,0.22,0.19,0.04,0.42,0.29,0.1,0.24,0.27,0.2,-0.08,0.01,-0.01,0.2,0.24,0.15,0.15,0.04,0.05,0.44,,,,,,,,,,
YLL001W,4.2E-05,0.21045,0.62,0.21,0.29,0.12,-0.09,0.86,0.61,0.61,0.56,0.36,0.68,0.2,0.31,0.36,0.14,0.3,0.26,0.07,0.12,-0.02,0,-0.03,-0.1,-0.29,0.09,0.46,0.39,0.35,0.31,0.49
YLR291C,7E-06,0.211259,-0.78,-0.38,-0.22,-0.34,-0.27,-0.58,-0.21,-0.34,-0.27,-0.13,-0.54,-0.1,-0.13,-0.11,-0.04,0.02,-0.09,-0.03,-0.12,-0.08,-0.14,-0.59,-0.2,-0.11,0.22,,,,,
YKL080W,0.445236,0.211915,-0.32,0,0.04,-0.11,-0.03,0.02,-0.16,0.04,0.03,0.15,-0.03,-0.09,-0.04,-0.18,-0.12,-0.02,-0.05,0.03,0.04,0.11,0,-0.01,0.02,0.01,0.06,0,-0.01,-0.03,0.02,0.06
YDL115C,0.052744,0.21218,0.73,0.17,-0.03,0.03,-0.2,0.03,-0.14,-0.18,-0.22,-0.2,0.18,-0.12,-0.04,-0.27,-0.24,,,,,,0.45,0.44,0,-0.18,0.42,0.05,0.38,0.06,0,-0.27
YJL036W,2.4E-05,0.212355,0.79,0.08,-0.01,-0.15,-0.28,0.68,0.22,0.04,0.11,0.04,0.62,0.02,-0.15,-0.24,-0.2,,,,,,-0.24,-0.2,0.1,0.31,0.19,,,,,
YGR095C,0.001257,0.21296,-0.15,-0.05,-0.23,0.05,-0.24,-0.68,-0.33,-0.39,-0.3,-0.11,-0.9,-0.21,-0.22,-0.28,-0.37,,,,,,0.19,0.15,-0.06,-0.18,0.38,,,,,
YOR272W,0,0.213924,-1.89,-0.49,-0.68,-0.58,-0.4,-2.16,-0.84,-0.76,-0.89,0.03,-2.49,-0.69,-0.42,-0.6,-0.34,0.05,0.08,-0.07,-0.19,-0.26,0.13,-0.08,-0.08,-0.22,0.06,0.14,0.07,0.03,-0.03,0.11
YFR049W,2.4E-05,0.214487,0.92,0.42,0.59,1.04,0.53,0.74,0.68,0.61,0.75,0.74,0.46,0.83,0.07,0.25,0.37,-0.24,0.13,0.18,0.25,0.26,,,,,,,,,,
YBR252W,0,0.215119,-1.11,-0.15,-0.28,-0.19,-0.12,-0.94,-0.51,-0.19,-0.33,0.26,-1.14,-0.57,-0.43,-0.35,-0.09,-0.08,-0.07,-0.19,-0.14,-0.15,0.19,-0.01,-0.19,-0.17,0.11,,,,,
YMR243C,0,0.215755,-1.01,-0.64,-0.2,-0.27,-0.03,-1.63,-0.67,-0.61,-0.47,-0.15,-1.24,-0.49,-0.37,-0.13,-0.18,0.65,0.29,0.51,0.34,0.34,,,,,,-0.05,-0.06,0.09,0.22,0.06
YLR109W,0.321574,0.215942,0.1,0.46,0.09,0.18,0.16,0.25,0.42,0.26,0.49,0.6,-0.61,-0.05,-0.21,0.01,-0.09,-0.22,-0.07,-0.03,-0.02,-0.03,-0.32,-0.01,0.07,0.17,-0.02,0.04,0.01,0.01,-0.03,0.04
YLR289W,0.120162,0.21682,0.1,0.2,0.06,0.1,-0.03,0.06,0.04,0.1,0.09,0.15,0.2,0.07,0.07,0.04,-0.15,0.41,0.24,-0.01,0.01,0.09,,,,,,,,,,
YMR239C,0,0.216977,-1.15,-0.8,-0.68,-0.74,-0.61,-1.66,-1.14,-1.09,-1,-0.47,-1.38,-0.8,-0.73,-0.69,-0.79,,,,,,0.23,0.06,0.02,-0.2,0.37,,,,,
YDR152W,4.9E-05,0.217926,-0.46,-0.25,-0.45,-0.45,-0.36,-0.94,-0.87,-0.9,-0.92,-0.31,-0.7,-0.21,-0.39,-0.43,-0.32,-0.68,-0.23,-0.05,-0.24,-0.4,-0.05,0.17,0.17,0.2,-0.09,-0.14,0.07,-0.01,-0.17,-0.08
YDR430C,0.041794,0.217941,0.44,-0.26,-0.18,-0.16,-0.16,0.59,0.32,0.19,0.15,0,0.3,-0.1,-0.33,-0.24,-0.49,0.08,0.3,0.18,0.13,0.06,-0.24,0.02,0.03,0.04,-0.35,0.16,0.53,0.51,0.53,0.49
YGR007W,0.142604,0.218962,-0.08,-0.14,-0.16,-0.2,-0.25,0,-0.06,-0.1,-0.11,0.22,-0.27,0.07,-0.15,-0.18,-0.1,,,,,,-0.06,-0.21,-0.22,-0.26,-0.26,,,,,
YNL227C,0,0.219605,-0.72,-0.48,-0.55,-0.52,-0.56,-1.24,-0.7,-0.75,-0.87,-0.49,-1.06,-0.62,-0.37,-0.55,-0.49,,,,,,-0.28,-0.23,-0.08,-0.12,-0.28,,,,,
YPL001W,0.000308,0.219985,0.46,0.22,0.29,0.39,0.39,0.58,0.38,0.29,0.32,0.3,0.22,0.12,0.23,0.09,-0.03,0.41,0.26,0.1,0.19,0.14,0.08,0.26,0.09,-0.13,-0.27,,,,,
YFR003C,0.000647,0.220171,1.73,0.85,0.68,0.73,0.69,0.99,0.51,0.14,0.29,0.55,0.54,0.37,0.03,-0.05,0.14,,,,,,-0.09,0.3,0.26,0.25,0.04,,,,,
YIR008C,0.108515,0.220348,-0.11,0.03,-0.23,-0.08,-0.07,0.02,-0.07,-0.21,0,0.14,-0.12,0.12,-0.08,-0.1,-0.05,-0.19,-0.01,-0.25,0.27,-0.24,-0.2,-0.56,-0.58,-0.67,-0.49,,,,,
YMR241W,0,0.220553,-1.28,-0.42,0.1,-0.07,-0.25,-1.23,-0.58,-0.24,-0.01,-0.09,-1.24,-0.76,0,-0.02,-0.02,-0.13,-0.09,-0.15,-0.14,-0.11,0.01,-0.02,-0.07,-0.22,0.07,-0.09,0.01,-0.11,-0.03,0.49
YNL250W,0,0.220902,-0.12,-0.22,-0.37,-0.35,-0.33,-0.27,-0.21,-0.35,-0.38,-0.34,-0.27,-0.16,-0.4,-0.37,-0.56,,,,,,-0.12,0.14,-0.02,0.03,-0.44,,,,,
YOL066C,0.106744,0.221638,0.07,0.11,0.2,0.25,0.14,0.38,-0.02,-0.05,0.01,0.13,0.35,0.23,-0.13,0,-0.17,,,,,,-0.33,-0.01,0.01,-0.33,0.1,,,,,
YPR036W,7.4E-05,0.221659,0.11,0.58,0.39,0.32,0.11,0.21,0.36,0.43,0.35,0.59,0.14,0.74,0.27,0.2,0.05,-0.01,0.05,0.11,0.13,0.14,-0.11,-0.04,0.04,-0.03,-0.08,-0.03,0.01,0.1,0.12,0.16
YPL217C,0,0.222016,-1.54,-0.71,-0.58,-0.85,-0.71,-2.13,-1,-0.94,-0.98,-0.56,-2.03,-0.59,-0.4,-0.61,-0.65,0.15,0.12,-0.18,-0.17,-0.05,0.12,0.03,0.01,-0.17,0.12,0.05,0.11,0.09,0.08,0.09
YOL120C,3.2E-05,0.222581,-0.85,0.09,-0.01,-0.07,0.16,-0.55,-0.3,-0.09,-0.04,0.1,-1.06,-0.35,-0.22,-0.19,0.05,0.01,-0.07,-0.1,-0.12,-0.16,0.04,0.03,0,-0.03,0.02,-0.11,-0.09,-0.07,-0.06,-0.09
YDL125C,0.040612,0.222633,-0.09,0.14,-0.03,0.15,0.48,0.22,0.15,-0.17,-0.22,0.05,0.05,0.62,-0.01,0.23,0.45,0.02,-0.12,-0.06,-0.14,0.01,0.31,0.12,0.03,-0.01,0.49,-0.01,0.14,0.18,0.07,0.18
YNL119W,0,0.22271,-0.78,-0.44,-0.53,-0.49,-0.42,-1.35,-0.61,-0.43,-0.47,-0.15,-1.39,-0.64,-0.49,-0.45,-0.46,0.41,0.06,0.03,0.21,0.1,,,,,,,,,,
YIR036C,0.049096,0.22326,0.25,0.53,0.23,0.31,0.42,0.19,0.41,0.44,0.35,0.39,-0.04,0.65,0.18,-0.44,-0.42,0.28,0.19,0.02,-0.01,-0.08,0.08,0,-0.11,-0.32,0.1,0.46,0.44,0.35,0.32,0.5
YOR151C,0.611064,0.223443,0.07,0.08,0,-0.04,-0.01,-0.23,0.18,0.08,0.01,0.11,-0.3,-0.24,-0.09,-0.2,-0.33,0.05,0.14,-0.06,0.1,-0.01,-0.05,0.04,0.02,0.01,0.05,-0.04,0.06,0.03,0.07,0.03
YLR344W,0.000114,0.223509,-0.63,0.06,0.02,0.15,-0.03,-1.09,-0.22,-0.37,-0.08,0.11,-1.27,-0.63,-0.06,-0.07,0.03,0.04,0.04,0.02,0,-0.11,0.04,0,0.01,-0.13,0.14,0.19,0.07,-0.03,-0.18,0.1
YLR363W-A,8E-06,0.223709,-1.32,0.04,-0.29,-0.02,-0.12,-1.95,-0.59,-0.47,-0.26,0.56,-2.17,-0.53,-0.51,-0.66,-0.33,,,,,,,,,,,0.1,0.39,-0.12,0.07,0.21
YGR198W,0.010147,0.224548,-0.14,-0.16,-0.19,-0.33,-0.06,-0.04,-0.06,-0.04,-0.03,0.04,-0.23,-0.26,-0.22,-0.23,-0.09,-0.2,-0.01,0.08,-0.04,-0.42,,,,,,,,,,
YMR221C,0.035162,0.22497,-0.5,-0.2,0.1,-0.26,0.06,-0.38,-0.26,-0.04,-0.1,-0.15,-0.22,-0.19,0.13,0.29,0.44,-0.29,-0.34,-0.07,-0.05,-0.13,,,,,,,,,,
YDL082W,0.001691,0.225092,-0.52,-0.01,0.44,0.25,0.11,-0.93,-0.29,-0.11,-0.26,0.34,-1.66,-0.2,-0.01,-0.37,0.05,0.41,0.01,0.24,-0.39,-0.01,-0.01,-0.81,-0.55,-0.87,-0.89,,,,,
YDL205C,0.007749,0.22574,-0.31,0.11,0.06,0.21,0.11,-0.48,-0.12,-0.05,0.01,0.05,-0.41,0.07,-0.12,-0.16,-0.2,-0.08,-0.02,-0.4,-0.37,-0.06,-0.2,0.03,-0.01,0.17,0.05,0.14,-0.54,-0.63,0.17,-0.01
YOR014W,0.001808,0.22587,0.37,-0.19,-0.19,-0.31,-0.3,0.46,0.24,-0.06,-0.02,-0.07,0.38,-0.06,-0.18,-0.05,-0.2,-0.12,0.3,0.21,0.1,0.05,-0.03,0.04,0,0.16,0.12,-0.34,0.01,0.01,-0.08,-0.13
YIL133C,0,0.226165,-0.98,0.06,0.15,0.05,0.25,-1.32,-0.18,-0.19,-0.19,0.13,-1.45,-0.16,-0.23,-0.12,0.18,-0.04,-0.05,-0.07,-0.08,-0.1,0.03,-0.04,0,-0.07,0.04,-0.05,-0.02,-0.07,-0.06,-0.02
YNL261W,0.130703,0.226416,-0.14,-0.1,-0.15,-0.19,0.07,0.11,0.03,-0.1,-0.02,-0.07,-0.08,-0.17,-0.3,0.01,-0.08,,,,,,-0.27,-0.05,-0.18,-0.11,-0.32,,,,,
YGL084C,0.001096,0.226673,0.41,0.21,0.04,0.08,0.16,0.42,0.49,0.47,0.41,0.33,0.4,-0.01,0.11,0.23,0.24,-0.29,-0.21,-0.23,-0.2,-0.03,,,,,,,,,,
YHR001W-A,0,0.226845,1.61,1.3,0.7,1.64,1.26,1.67,1.14,1.36,1.33,1.07,2,0.82,1.12,0.97,1.28,0.31,0.1,-0.08,0.02,-0.33,,,,,,,,,,
YPL049C,0.069347,0.227441,-0.01,-0.06,-0.03,-0.18,-0.06,-0.04,-0.09,-0.28,-0.13,0.02,-0.21,0.05,-0.38,-0.38,-0.7,0.16,0.13,0.01,0,-0.05,0.02,-0.08,-0.15,-0.08,0.29,0.13,0.37,-0.15,-0.05,0.03
YGR200C,0,0.227717,-0.93,-0.5,-0.35,-0.38,-0.28,-1.14,-0.46,-0.47,-0.45,-0.25,-1.35,-0.37,-0.32,-0.31,-0.39,0.02,0.04,-0.05,-0.03,-0.02,0.11,0.1,-0.01,-0.08,0.13,0.34,0.39,0.33,0.37,0.55
YFL002C,0,0.227901,-0.94,-0.4,-0.49,-0.54,-0.36,-1.17,-0.45,-0.49,-0.45,-0.41,-1.12,-0.38,-0.36,-0.41,-0.45,,,,,,0.6,0.1,0.12,0.47,0.61,-0.07,0.28,0.1,0.13,0.04
YOR234C,0,0.228729,-1.29,-0.06,0.22,-0.16,0.15,-1.92,-0.17,-0.21,-0.29,0.07,-1.83,-0.3,0.06,-0.15,0.22,-0.15,-0.07,-0.07,-0.07,-0.09,-0.37,-0.25,-0.11,-0.16,-0.69,-0.08,-0.03,0.1,0.12,0.08
YCL045C,0.008914,0.228819,-0.31,0.12,0.03,-0.14,-0.13,-0.36,-0.06,0.03,0.03,-0.14,-0.22,-0.09,-0.09,-0.03,0.07,-0.07,0.03,-0.01,0,-0.06,-0.08,0.2,-0.02,-0.04,-0.01,-0.19,0.1,0.15,0.1,0.27
YJL005W,0,0.229364,0.85,0.14,0.2,0.23,0.21,0.84,0.38,0.29,0.32,0.12,0.94,0.25,0.09,0.35,0.15,0.27,0.11,-0.15,-0.05,-0.33,,,,,,,,,,
YGL148W,8E-06,0.229455,-1.39,0.29,0.23,0.46,0.14,-1.33,-0.42,0.14,0.08,0.43,-1.76,0.09,0.07,-0.19,-0.17,-0.03,-0.12,-0.13,-0.09,-0.03,0.04,-0.05,-0.05,-0.11,-0.05,0.09,0,-0.02,-0.01,0.08
YGR078C,0.001103,0.229466,-0.57,-0.07,-0.14,-0.13,0.12,-0.84,-0.49,-0.24,-0.42,0.09,-1.05,-0.31,-0.53,-0.58,-0.78,,,,,,0.06,-0.1,0,-0.08,0.16,-0.12,-0.4,-0.27,-0.38,-0.13
YGR271W,0.006907,0.229981,0.28,0.04,-0.03,-0.09,-0.09,0.27,0.2,0.1,-0.04,-0.05,0.17,0.06,-0.1,-0.07,-0.28,-0.27,0.32,-0.05,-0.2,-0.02,,,,,,,,,,
YOR101W,0,0.23004,-1.33,-0.33,-0.56,-0.47,-0.29,-2.12,-0.67,-0.18,-0.42,0.14,-1.96,-0.54,-0.18,-0.33,-0.22,-0.14,-0.3,-0.12,-0.2,-0.06,,,,,,-0.38,-0.15,-0.64,0.26,0.6
YLR061W,0.001122,0.23024,-0.9,-0.34,-0.17,0.15,-0.3,-0.55,-0.52,-0.12,0.07,0.34,-1.67,-0.83,-0.26,-0.49,-0.33,-0.13,-0.08,-0.07,-0.04,0.03,-1.27,-0.95,-0.58,-0.12,-1.33,-0.04,-0.06,-0.04,-0.07,-0.07
YGR179C,0.34288,0.23176,-0.12,0.19,0.18,-0.03,-0.09,-0.17,-0.14,-0.04,0.05,0.08,-0.17,-0.09,0.02,-0.08,-0.18,0.1,0.14,0.2,0.29,0.25,,,,,,,,,,
YNL177C,0.326175,0.23203,0.39,0.14,0.03,0.27,0.21,-0.11,-0.04,-0.13,0.02,0.15,0.09,-0.13,-0.09,0.03,0.04,,,,,,0.07,0.13,0.14,0.08,0.41,,,,,
YDR041W,2E-06,0.232841,0.46,0.57,0.64,0.6,-0.01,0.73,0.39,0.51,0.68,0.62,0.59,0.25,0.51,0.52,0.37,,,,,,-0.01,0.14,0.3,0.27,0.18,,,,,
YKL128C,0.003581,0.233015,-0.22,-0.27,-0.06,0.18,0.09,-0.26,-0.09,-0.04,0.07,0.15,-0.4,-0.22,0.02,-0.04,-0.12,0.1,0.18,0.66,-1.46,0.44,0.22,-0.03,0.04,0.01,-0.03,0.1,0.01,-0.02,-0.16,0.09
YNR019W,0,0.233385,1.06,0.24,0.38,0.29,0.09,1.37,0.54,0.47,0.26,-0.05,0.96,0.49,0.23,0.07,-0.28,0.38,0.22,0.1,0.1,0.04,,,,,,,,,,
YJL041W,0.000462,0.233805,-0.18,0.06,-0.05,-0.27,0.06,-0.55,0.01,-0.13,-0.31,-0.15,-0.56,0.14,-0.13,-0.47,-0.35,-0.11,0,-0.03,-0.02,-0.15,-0.05,0.03,0.17,0.13,-0.08,0.05,0.13,0.27,0.29,0.14
YNL272C,0.256929,0.233841,0.09,0.2,0.08,0.09,-0.07,-0.21,0.07,-0.03,0,0.1,-0.1,0.17,-0.02,0.01,-0.09,,,,,,0.09,-0.29,-0.27,-0.22,0.02,,,,,
YOR253W,6.4E-05,0.233948,-0.54,0.24,0.11,0.13,0.34,-0.26,-0.04,0.11,0.03,0.46,-0.52,0.1,0.31,0.18,0.28,-0.01,0.02,0.08,0.11,-0.02,0.04,0.02,0.02,-0.11,0.12,0.07,0.21,0.29,0.39,0.3
YIL002C,3E-06,0.234115,0.5,-0.13,-0.17,0.05,0.21,0.62,-0.01,-0.04,-0.01,0.26,0.58,-0.02,-0.06,0.06,0.06,0.01,-0.19,-0.33,-0.18,-0.19,,,,,,,,,,
YOR252W,0,0.234383,-1.41,-0.32,-0.73,-0.84,-0.62,-1.64,-1,-1.07,-0.91,-0.36,-1.55,-0.74,-0.55,-0.87,-0.43,-0.18,-0.23,-0.36,-0.3,-0.29,,,,,,-0.1,0.18,0.02,0.03,-0.29
YJL042W,0.352285,0.23439,0.66,0.18,0.2,0.51,0.43,0.31,0,0.13,0.23,0.21,0.1,-0.14,-0.28,-0.2,-0.42,,,,,,-0.15,0.11,-0.01,0.08,-0.09,0.11,0.09,0.03,0.16,-0.17
YER001W,0,0.23568,-1.82,0.16,-0.33,-0.13,-0.43,-2.37,0.25,0.17,-0.13,-0.18,-2.25,-0.14,-0.01,-0.46,-0.74,,,,,,-0.14,-0.23,-0.28,-0.23,-0.09,,,,,
YDL234C,1E-06,0.23661,0.76,0.11,0.1,0.15,0.03,1.3,0.12,0.24,0.2,-0.01,1.31,0.28,0.2,0.18,0.19,0.29,0.31,0.15,-0.01,-0.09,,,,,,,,,,
YGL224C,0,0.237093,0.04,0.41,0.95,0.97,0.37,0.12,0.73,0.9,0.97,0.56,-0.03,0.31,0.55,1.07,0.64,0.2,-0.15,0,0.09,0.26,0.2,-0.09,0.3,0.57,0.79,-0.1,-0.02,-0.37,0.33,-0.21
