Systematic Name,Standard Name,Qualifier a,Mean molecules per cell,Median molecules per cell,Coefficient of Variation,LU,PENG,KUL,LAW,LAHT,DGD,LEE2,THAK,NAG,PIC,WEB,TKA,BRE,DEN,MAZ,CHO,YOF,NEW,LEE,DAV,GHA
YOR293W,RPS10A,Verified,82702,15898,220,164562,,151240,713802,,23965,14817,48426,15035,17065,,3675,15898,4073,,3521,,7876,2473,,54100
YNL287W,SEC21,Verified,19649,15933,79,5527,16803,12654,,7881,11393,24224,21332,16993,9673,21426,12007,18122,15063,33987,13603,9337,22432,14699,27914,77900
YDR091C,RLI1,Verified,16307,16040,44,6150,13115,9394,4012,27783,16514,27694,23398,21911,14000,10051,14960,15566,10354,24956,19423,,20056,17137,23384,6280
YBR248C,HIS7,Verified,19263,16055,62,17707,26273,15021,6418,53128,21730,19052,20142,19666,7725,17089,34288,12582,14541,10186,43644,,10667,12238,11365,11800
YDL029W,ARP2,Verified,18049,16063,96,,19232,11254,,22910,16063,16665,10067,12173,20722,6699,,,,,1533,,,71513,19149,6650
YJL111W,CCT7,Verified,14381,16084,53,,13225,17425,2961,11199,16084,23727,24033,20347,9592,18398,,1203,,,,,,,,
YAR050W,FLO1,Verified,16097,16097,,16097,,,,,,,,,,,,,,,,,,,,
YDL140C,RPO21,Verified,16726,16113,66,,6714,3514,,8496,15120,18148,20036,20669,14666,9862,16113,1133,24273,16446,14088,,22289,21936,50845,
YMR084W,YMR084W,Uncharacterized,16168,16168,,16168,,,,,,,,,,,,,,,,,,,,
YDL145C,COP1,Verified,18182,16265,45,,11166,8217,,9135,19926,30906,26872,16265,12237,19331,13480,14451,18055,37174,13696,7059,21011,27319,23953,15200
YLR295C,ATP14,Verified,16901,16282,78,,30955,25226,,,9961,2224,16593,6110,4566,16297,14623,1234,16282,53933,18966,,21737,30282,12180,6140
YOR117W,RPT5,Verified,19562,16309,59,,25378,14578,5681,54372,16309,22485,18188,13763,16054,13684,,15081,,17267,,,,21472,,
YOR142W,LSC1,Verified,18099,16382,116,,10839,15153,,90884,17611,19262,21632,18123,22362,29294,,5715,3524,3938,2010,,,6258,4585,18400
YGR175C,ERG1,Verified,25839,16391,82,,4693,9977,,85009,13403,16391,18624,14571,10403,12133,35965,15286,9592,20911,37470,10050,49674,27370,34013,65400
YFR004W,RPN11,Verified,17169,16400,45,,10597,7827,9897,39935,10640,9756,11900,9818,15431,14888,26276,20036,20369,19902,20001,,19751,19209,23577,16400
YGL137W,SEC27,Verified,24453,16404,110,,12372,13584,51087,9365,13313,18229,19494,18079,13518,18132,12222,15208,16393,26549,15659,,22683,23312,16404,129000
YER090W,TRP2,Verified,17060,16428,62,17139,29569,10706,47097,15716,19942,31080,21332,23388,9156,21943,19329,7966,6258,5800,21794,,10549,10537,5388,6510
YDR238C,SEC26,Verified,18570,16487,66,938,7834,6389,,9913,12041,19964,20719,17334,56442,12816,13006,15640,17647,34765,14766,7416,23530,31575,22673,26000
YDR525W-A,SNA2,Verified,16954,16536,49,,37057,,,,,,,,4315,,22490,17636,9327,15435,18769,8484,19051,15205,15277,20400
YMR251W-A,HOR7,Verified,23107,16542,106,,20651,934,,,1634,,1945,655,,,51576,,8530,84266,43067,12434,26303,38193,27168,6140
YDR074W,TPS2,Verified,18764,16558,70,,10230,7612,,3459,16779,17396,24256,16745,15579,16371,8125,15818,18862,24564,5470,,12212,47234,54349,22700
YNR043W,MVD1,Verified,21083,16570,116,9498,19339,19649,13385,119462,11811,23917,22122,17477,22286,20884,20950,,7198,9090,11063,,14271,7912,16570,13700
YGR159C,NSR1,Verified,25615,16609,84,4145,12951,18499,8739,1788,13381,32291,16117,17100,7462,11534,42585,1153,45516,67160,39365,,44410,15589,35106,77400
YKL080W,VMA5,Verified,20406,16708,74,,18856,38250,17052,73783,22202,32728,28625,17217,13134,19235,10521,3429,9016,14712,14728,16363,16017,11030,10124,21100
YDR212W,TCP1,Verified,21760,16756,101,4073,9457,17166,12027,15794,15830,19090,21058,22284,85829,16756,,,,,,,,,,
YLL009C,COX17,Verified,14540,16810,59,,21691,3268,,,,,3475,1117,,,22897,14402,8478,27061,18139,,19634,18840,15481,
YOL038W,PRE6,Verified,21231,16957,93,,21740,22796,18546,101174,12380,10416,17591,10848,18452,20794,19023,16957,16268,20331,14974,,16902,15815,11581,16800
YER117W,RPL23B,Verified,25128,17015,87,,,41500,,,,48583,39642,17015,68218,,,30827,5575,7635,7346,,,5510,4555,
YGR253C,PUP2,Verified,17324,17100,48,,40812,11961,7918,18582,14122,16792,23490,7934,23811,18736,23902,1163,14740,12876,18937,,24409,18426,13440,17100
YNL244C,SUI1,Verified,23223,17154,70,17843,63079,40815,16339,5227,16486,19109,14470,17154,13864,31069,,,,,,,,,,
YGR135W,PRE9,Verified,18934,17201,48,,26207,21534,6548,50872,14168,24439,16529,8651,14645,19110,18491,19627,18208,17201,16562,,20693,14894,14271,17100
YML078W,CPR3,Verified,29839,17217,131,,123910,44379,,109700,22612,16663,26139,17772,28006,14896,,,,2806,1458,,,3705,3740,1960
YDL208W,NHP2,Verified,16956,17222,39,3343,10128,21660,,22449,8879,15183,15457,12885,17249,12058,18847,27605,19075,28723,24112,,19860,10501,17195,
YGL048C,RPT6,Verified,16116,17229,31,,17805,9302,11399,21986,13273,14299,15116,17991,18291,8878,20545,17229,16352,17537,16253,,18554,20979,25716,4700
YAR015W,ADE1,Verified,29788,17237,129,11324,44444,34384,8313,174885,11814,21913,19701,12518,8051,18090,71632,12739,14413,17513,59522,,16962,24925,8345,4280
YLR378C,SEC61,Verified,23384,17267,124,,5040,1808,,5974,825,6992,4028,17267,790,2461,,,18162,54439,22773,17661,74262,37495,102752,24800
YDL100C,GET3,Verified,17434,17300,84,895,23446,23128,21763,72416,19196,20395,25043,20375,24585,21322,7190,8906,5307,5165,8355,13093,9421,9343,9465,17300
YKL150W,MCR1,Verified,25468,17331,131,2065,31436,30603,21627,131317,14525,13028,30316,20857,14385,17331,,1675,,,,,,,,1920
YBR218C,PYC2,Verified,19961,17354,56,,13743,11231,,19445,28599,8031,36556,26657,10118,17939,34677,17257,6181,17451,49086,,13876,20030,11421,17000
YMR226C,YMR226C,Verified,20146,17664,105,25427,36772,56509,18177,87714,25507,24258,34598,25651,17664,23123,7061,6547,3592,4672,7247,5275,4272,2370,3413,3210
YDR127W,ARO1,Verified,21250,17669,49,,23669,14411,13168,20162,32363,32519,35529,42516,12314,16019,31687,17669,10605,15605,33228,,11169,21684,13020,6420
YMR246W,FAA4,Verified,17801,17682,45,,8960,7514,,22756,15423,18086,31577,14278,8458,9544,20061,,18417,16825,19961,5972,27734,17277,26381,31200
YFL038C,YPT1,Verified,25666,17705,66,,42611,39828,33044,58945,11470,14443,19334,16077,6199,14710,,,,,,,,,,
YNL160W,YGP1,Verified,17040,17713,70,,22510,23965,24712,,16787,6302,41532,8134,18638,3433,,,,,,4387,,,,
YOR276W,CAF20,Verified,15742,17776,45,,24368,10203,,,5515,8240,8883,7518,17776,8189,11547,22231,11896,22354,18473,,22418,22433,18677,26900
YDR513W,GRX2,Verified,18348,17817,62,,28581,35119,18497,,30688,17817,23988,15578,17093,12777,,2677,,,1576,2739,,,,31400
YMR146C,TIF34,Verified,18518,17836,51,6163,19543,28803,11633,15210,16129,25489,29335,22419,12975,32120,,,,,,,,,,2400
YER070W,RNR1,Verified,163102,17841,203,,20025,5004,,,11809,11988,14499,16687,17445,18237,101182,1364,1326752,,145343,,319210,303893,3189,293000
YOR210W,RPB10,Verified,16726,17845,64,,42578,22222,,22756,5252,2999,,3992,3092,17540,26875,20251,15098,,17434,,18150,19741,24331,5300
YLR208W,SEC13,Verified,21476,17912,82,,16934,20783,,87951,13887,24452,21681,13031,17912,21092,14903,16229,11822,,12184,10342,,19818,20671,21400
YHR087W,RTC3,Verified,43673,17917,153,,20647,97165,287123,68423,7965,11709,15186,5380,25271,15124,14881,,71801,59898,2777,,6760,52562,21001,2430
YPL145C,KES1,Verified,20011,17993,38,4822,20228,21166,,38335,17026,23491,24827,30095,18686,11048,15949,16261,14294,16335,15984,15796,19401,26976,17300,32200
YGL148W,ARO2,Verified,21117,18044,74,13987,19562,29173,67351,38748,25925,29079,29113,27474,16056,26871,,16527,4565,7121,,,11528,9217,5496,2310
YKL104C,GFA1,Verified,18014,18114,33,,11055,9644,,25842,14918,22420,23627,21309,13396,23632,,,,,,,,,,14300
YMR235C,RNA1,Verified,22564,18167,48,,18082,24431,,47286,16298,27785,26139,21786,13618,18015,18251,14547,13315,17779,16446,,20722,16965,22482,52200
YBR085C-A,YBR085C-A,Verified,26903,18249,123,,137128,28774,,20517,12506,,10487,6171,,35194,15981,,8393,27227,29577,,10557,23458,10675,
YPR028W,YOP1,Verified,21538,18348,96,,26698,25408,,93963,17809,7973,9343,22803,21060,1096,18348,14466,7072,44801,17434,5791,21313,32292,19798,1760
YNL134C,YNL134C,Verified,19782,18473,53,,25348,18473,,,31007,6207,29956,24607,23746,15943,14502,17476,14206,28837,3670,,,39260,,3490
YJR064W,CCT5,Verified,16452,18486,45,7304,16373,17974,6190,18998,19626,26677,23352,20373,22586,15527,,2450,,,,,,,,
YBR039W,ATP3,Verified,17967,18490,43,,24629,18889,,19138,18090,4581,29811,24796,12497,9676,10671,31733,5996,19780,14841,,15860,19591,14732,28100
YPR033C,HTS1,Verified,17824,18532,36,3823,18135,23440,18259,,19197,29310,23943,21269,14605,18796,19466,16110,7866,10998,23328,,18532,10155,14631,26800
YOR168W,GLN4,Verified,20443,18548,52,3333,12409,17881,5561,13916,26675,46274,35986,27782,12795,19214,13850,22874,16720,12271,17864,,23864,20681,21399,37500
YLR175W,CBF5,Verified,18964,18603,45,,12373,21581,,18970,15179,33930,26345,21953,5876,18382,30399,,10682,18603,18099,,19000,12307,5111,33600
YPL111W,CAR1,Verified,35277,18625,158,,21270,10403,234485,1964,19502,15491,11676,6790,12326,18037,34554,13893,9280,,117588,,22968,22747,19213,42800
YIL041W,GVP36,Verified,24635,18672,103,,38807,36774,,119048,23678,28077,29956,22555,20762,22800,10308,,7947,16581,8474,8876,12913,13444,14702,7720
YPR036W,VMA13,Verified,21220,18836,67,593,10479,33951,,65632,15993,18868,34598,22189,16137,19497,,18836,18489,12885,1515,12786,24162,18256,35814,22500
YHR128W,FUR1,Verified,19839,18845,32,,13714,22249,,16279,18845,23815,27429,15382,11415,29424,,,,,,,,,,
YFL037W,TUB2,Verified,21334,18960,60,27118,18136,5366,,50926,16324,28187,14492,8714,19785,24295,,,,,,,,,,
YOR136W,IDH2,Verified,26753,18982,122,,13615,19470,38556,150306,18494,26557,27508,17805,,27214,5313,28635,5684,17546,3272,,9884,20024,8580,43100
YFL005W,SEC4,Verified,24546,19002,78,,53125,24574,15122,64673,9841,9837,17470,20534,21358,8926,,,,,,,,,,
YPL237W,SUI3,Verified,19500,19088,59,,45260,27862,9064,19088,19133,26112,22933,18566,12272,13053,,1160,,,,,,,,
YFL034C-A,RPL22B,Verified,24661,19147,92,,73896,1433,,52313,6548,2777,6605,3832,9813,10775,26836,24105,18661,25580,43206,,27442,19633,15746,74700
YOR007C,SGT2,Verified,22609,19147,92,7129,88256,32204,19147,56785,27433,29794,28283,22498,21048,32936,5188,,5018,4953,9075,,8883,11249,10280,9420
YLR043C,TRX1,Verified,53085,19160,158,75304,335163,243325,42185,61147,43258,16831,30351,19811,39551,27830,14209,,10732,15756,15525,17636,16203,18510,9798,8580
YJL026W,RNR2,Verified,51229,19261,175,876,29167,37879,,356523,18143,21783,47902,27192,9243,19261,2880,1168,,,3287,,143975,135979,15105,538
YIL142W,CCT2,Verified,19496,19276,53,,16620,24109,7267,40012,19276,30670,22840,15824,15730,20250,,1863,,,,,,,,
YMR314W,PRE5,Verified,26182,19340,106,,35584,19324,8975,137936,14911,19340,21130,14408,17823,24861,28717,24099,21238,19135,23040,,26366,17241,16126,7210
YCR088W,ABP1,Verified,18301,19342,50,6708,24595,30791,,9106,22764,26922,34629,15029,28491,22415,9450,,10666,11023,14615,,17731,20954,22932,606
YHR089C,GAR1,Verified,19464,19378,54,,20114,29947,17043,41911,6637,21731,16334,12243,10393,6090,20081,38558,19378,31054,27803,,20462,15922,8380,5730
YDR345C,HXT3,Verified,27528,19445,83,,9873,3602,,,5575,9457,4597,4548,9128,3967,41391,58824,14298,46080,63633,24591,51123,65401,42216,37200
YER057C,HMF1,Verified,36672,19445,118,,127862,65326,,103674,16574,19445,26993,8198,12968,20308,,1373,,,,,,,,672
YPR191W,QCR2,Verified,50371,19457,275,,28640,29386,28495,603431,20313,18601,36794,27655,23416,17529,2907,13822,,5369,2963,,3996,4620,3035,35700
YGL011C,SCL1,Verified,20118,19513,35,13618,31566,18889,27356,34785,10689,17986,15395,17596,19575,23220,24072,25951,19452,3714,19622,,25390,19827,18463,15200
YKL192C,ACP1,Verified,24473,19522,81,,20615,25065,,23200,18583,10786,18129,8422,32907,1336,14156,27929,,83204,19522,,15147,15507,21035,60500
YDL195W,SEC31,Verified,18322,19566,47,,22299,10607,,24163,26802,32488,31439,24036,18489,11698,16322,,10864,20643,14051,2217,22239,22515,17090,1840
YBR072W,HSP26,Verified,201437,19709,308,,80866,139024,214652,2514482,10877,7269,63880,13096,19348,20070,,81876,4397,7291,,,,22518,4045,19300
YER073W,ALD5,Verified,20347,19764,73,,65033,22146,,39417,19328,29183,23213,31650,7376,23440,15467,20201,6292,6077,13121,,8706,6393,5912,23300
YML070W,DAK1,Verified,18838,19765,45,,28925,24492,,17044,26347,29873,35375,21705,15754,20218,6722,9231,8645,15738,6631,,9261,19776,19754,23600
YML026C,RPS18B,Verified,95177,19802,198,,,232082,711650,,,50494,101050,28125,,,9068,1197,7674,14802,8594,,16144,17381,22224,112000
YER178W,PDA1,Verified,27471,19844,88,16214,55702,30050,,74317,19809,32967,25428,19844,12138,23083,10578,21084,21986,12181,10457,,11419,17376,7323,100000
YCL050C,APA1,Verified,24546,19870,68,78878,26008,54924,11117,15395,25099,30960,35590,30564,14114,23426,14301,13711,9394,11374,20141,,17657,15625,23045,19600
YBR078W,ECM33,Verified,21808,19890,55,,18742,20177,,,19602,27563,33415,13227,40112,1626,,,,,,,,,,
YDL131W,LYS21,Verified,31646,20130,134,,27525,11011,7344,179606,16847,3614,28053,13544,20130,21938,88667,1148,23777,11839,78725,,12096,26375,7131,21900
YBR286W,APE3,Verified,19333,20329,52,1986,19033,33468,,13880,27374,23708,32858,25007,21625,11783,,,,,,16537,,,,4740
YBR088C,POL30,Verified,24801,20407,103,24662,41936,20502,,94781,15231,5535,20407,15380,9061,21892,,,3426,,,,,,,
YDL143W,CCT4,Verified,21094,20420,71,,8296,16466,20420,63035,13316,21614,20459,18931,20549,23422,,,,,,,,,,5530
YOR270C,VPH1,Verified,27805,20462,64,356,16897,12476,15005,19785,15462,21139,19712,13353,10018,8642,38645,34915,46076,65164,50839,,36039,29692,46180,55700
YIR034C,LYS1,Verified,58941,20469,147,20469,23041,14974,6190,,13497,10472,8953,12059,4992,12847,235772,,14305,55945,307822,37900,31049,173417,24182,112000
YMR012W,CLU1,Verified,20280,20475,46,345,13356,16081,4344,22476,27888,33966,40004,28736,14647,15237,19694,24176,15622,24893,16253,,26583,23043,21256,17000
YJR070C,LIA1,Verified,21870,20522,48,6020,13833,22219,,50268,16355,28154,22980,14865,12504,27348,14231,28385,13227,14401,20522,,27058,17893,25368,39900
YDR071C,PAA1,Verified,27378,20526,143,34525,26942,52406,,160638,21044,20526,20977,12932,16629,22475,2857,,,3540,2947,,,,3551,8680
YGL225W,VRG4,Verified,17434,20537,67,,6145,312,,,,,,5276,,707,19495,24649,21578,26618,22671,5572,32389,30708,16054,31900
YBR126C,TPS1,Verified,30720,20541,74,,14970,12913,72001,73372,18122,18043,18937,7451,26103,20230,21299,,71331,31500,13324,,20852,60802,40806,10900
YML092C,PRE8,Verified,20165,20654,33,,34126,23446,7319,25767,17787,18961,22316,15003,21228,14267,27693,17127,23312,,21876,,26688,18918,20080,7060
YCL040W,GLK1,Verified,32706,20699,155,8606,25562,26115,105908,211313,29512,24348,45313,17608,25891,20298,2733,,8014,2617,1879,,,8025,3860,21100
YPL078C,ATP4,Verified,28330,20801,153,,10931,15800,,194153,8569,11072,21432,20905,14733,5739,28174,,30030,27673,21308,,20801,21469,15920,12900
YBR181C,RPS6B,Verified,32601,20840,113,,,120281,45231,,42474,,95348,46479,,,4636,34383,4582,3610,7297,,5087,3146,5058,38800
YKL054C,DEF1,Verified,29287,20936,74,5096,29386,9050,11930,4025,13735,22181,19044,19691,16016,7613,54952,67234,38226,62596,62298,,51110,45029,43145,3380
YKL085W,MDH1,Verified,47019,20985,244,,36744,28008,,504314,19379,20660,33055,21311,38485,30898,5763,33455,3618,7276,6509,,7168,14484,7106,28100
YMR260C,TIF11,Verified,23331,21045,60,,37112,59658,,9077,13208,17106,22745,21086,2896,10136,19123,25503,14655,48485,22314,,21003,24549,16198,35100
YGR162W,TIF4631,Verified,19492,21078,57,447,18955,9174,7077,5121,17899,24310,25428,15181,8170,7480,35140,34346,23201,30960,26935,,34434,29419,26416,9760
YML058W,SML1,Verified,22974,21089,61,,49160,2711,,,6639,,,3727,29283,13735,38586,27580,18459,35357,30029,,37963,21089,11487,18800
YJL014W,CCT3,Verified,19315,21093,42,3330,13794,19959,,29349,16644,28767,24078,22968,12031,22226,,,,,,,,,,
YBL039C,URA7,Verified,21294,21121,58,1590,18548,40051,9724,9568,18532,30707,27583,22235,8098,23590,25382,21121,7388,15706,25484,13735,25700,17009,27831,57600
YER025W,GCD11,Verified,21797,21201,53,2456,22128,30911,16873,26288,16986,41956,33899,32269,21201,13696,,,3891,,,,,,,20800
YMR105C,PGM2,Verified,33735,21225,106,875,37396,22985,,41454,17069,12476,39565,16824,21225,12838,8076,40334,61603,143658,3842,,11521,98337,47090,3790
YMR079W,SEC14,Verified,24768,21229,70,,34870,42619,,20906,17667,16103,32559,22358,16561,25856,17515,,13051,17884,21551,5314,25285,22499,8931,84300
YDL182W,LYS20,Verified,40927,21258,115,21258,34163,41028,9389,92320,23304,17826,7588,13304,17892,22173,168087,125133,4849,,113714,,13457,18223,5809,28100
YER023W,PRO3,Verified,20995,21268,62,2509,21285,46563,32541,42275,22190,21251,28851,23247,29136,26561,8961,11235,6423,9603,10706,,10864,12096,10097,43500
YPL218W,SAR1,Verified,67636,21432,181,,64724,29612,,391124,10651,18077,21432,13952,20909,38246,,,,,,,,,,
YNL112W,DBP2,Verified,25092,21619,50,21577,14927,11780,21661,9836,15783,27744,16529,17151,13147,16019,40422,22741,34124,49444,46713,,45977,29104,14072,33100
YOR214C,SPR2,Verified,21663,21663,130,,,,,,,,,,41522,,,,,,1805,,,,,
YNL055C,POR1,Verified,70179,21873,201,,122232,126951,,598618,47231,38903,73862,21873,38378,39269,14204,8175,5177,15472,15697,,14385,6700,5912,
YOR230W,WTM1,Verified,30576,21883,81,52332,52025,73381,,105113,27222,27324,40466,21883,18418,15436,27257,11657,13314,16507,27995,,10272,13956,18644,7750
YLR438W,CAR2,Verified,23452,21955,83,,8431,24104,66916,46567,19003,31299,23690,5123,22001,28012,4472,5741,10187,11716,7680,,14597,22101,21955,72000
YOR122C,PFY1,Verified,22725,22053,43,,22966,29465,,42118,18802,9178,15045,2710,32141,21139,19678,,17984,31735,28037,,26513,29985,16095,
YOR374W,ALD4,Verified,159900,22200,356,,45764,14745,,2368767,25863,30017,45555,19664,25822,29228,10458,,10916,19505,11117,,8617,24471,5597,22200
YDL124W,YDL124W,Verified,46596,22260,196,,49871,68691,39394,405337,25652,21240,43083,23281,18775,30416,8719,,11777,20316,4057,,8495,36198,19397,4030
YDL229W,SSB1,Verified,76198,22452,132,395322,104466,17606,68007,,101462,15227,155429,3381,52864,28976,22452,228337,7621,6853,21227,,19969,12205,16363,170000
YDR033W,MRH1,Verified,34818,22479,124,,30640,35235,,,6499,12015,19767,12444,11599,3493,,,11751,41446,25192,25455,49286,71722,18538,182000
YPR069C,SPE3,Verified,40811,22577,171,62823,20499,79734,41389,317944,22813,33726,24696,22577,27317,37839,13862,13920,6716,6376,12825,,13212,9671,7465,
YPL198W,RPL7B,Verified,64248,22629,213,224863,88588,948,49174,607483,18402,8424,2719,33637,22559,22699,44944,29561,11819,12477,53201,,27002,9854,9527,7080
YDR002W,YRB1,Verified,29851,22691,46,,24882,58196,,47454,20354,21619,30280,22691,21489,21691,,,,,,,,,,
YNL208W,YNL208W,Verified,110728,22792,238,,68219,27172,37515,859637,10597,17104,13947,,53445,18412,,1229,,,,,,,,
YNL016W,PUB1,Verified,25274,22861,55,,51819,11282,52517,22559,15837,19006,19217,12739,17293,11926,27358,1202,22861,33606,24734,,29142,30506,27003,49600
YDL066W,IDP1,Verified,24251,23120,58,19801,63154,47477,31570,,22650,32733,29592,28359,16757,16510,27112,23590,6226,9623,16003,,11380,24363,9617,
YML008C,ERG6,Verified,36824,23127,132,,27902,34467,,233274,26262,39277,34692,33923,22027,23127,20871,18750,13512,16033,21126,23121,29128,21748,6612,53800
YPL048W,CAM1,Verified,31617,23200,81,23345,30030,49482,46825,126193,19358,28894,27782,23056,21625,27196,15381,18285,8962,22410,16099,,19175,17795,29554,60900
YER055C,HIS1,Verified,33658,23238,86,,46165,24097,,105450,16578,23238,18652,21286,10925,36530,,,,,,,,,,
YFR044C,DUG1,Verified,21368,23259,68,25328,37088,37888,58882,31770,28135,28942,31232,18561,24217,27171,9676,4615,5074,6473,7197,,7358,7051,8406,22300
YMR307W,GAS1,Verified,25599,23296,76,,20185,23296,,4553,25881,27379,47210,14710,14214,3815,24957,,10577,26443,38145,,84877,39035,17510,12400
YJL008C,CCT8,Verified,23393,23371,49,,18082,23482,5556,50570,19289,28200,23259,25342,15890,24259,,,,,,,,,,
YGL106W,MLC1,Verified,34022,23436,77,,93036,46964,23799,62360,19213,27403,21180,10654,12532,23073,,,,,,,,,,
YER009W,NTF2,Verified,30271,23607,148,24612,154620,26132,,,12326,25988,22603,1711,6372,27077,,1273,,,,,,,,
YDR276C,PMP3,Verified,23654,23654,,,,,,,,,,,,,,,,,,23654,,,,
YGL202W,ARO8,Verified,30415,23660,67,11186,29721,45009,22252,62395,40151,30310,45627,23506,18291,20896,66961,27265,19013,8179,79499,,18759,23813,13706,1770
YOL058W,ARG1,Verified,71996,23690,138,,65492,17865,5619,189497,47573,12869,21079,33892,23690,9530,308967,124528,5967,,296254,,,54715,4533,1870
YNR050C,LYS9,Verified,49272,23818,130,2370,20509,30319,11613,76269,25061,23818,16657,5550,24506,19252,204357,151726,6562,,200437,,15822,35207,8641,57500
YFL018C,LPD1,Verified,24993,23937,72,,31893,29984,,86793,26965,26878,36794,36735,9855,24643,11939,18767,9876,10724,17786,,13113,23275,9259,24600
YEL071W,DLD3,Verified,28560,24138,63,15677,23364,41561,19777,37020,37183,37980,27821,28840,24644,23328,93469,,16381,24138,16292,,19540,28853,13775,13000
YDL014W,NOP1,Verified,31821,24153,89,,25000,43582,4215,106006,21052,36954,23306,27784,12817,17496,,,,,,,,,,
YBR109C,CMD1,Verified,37262,24171,94,,139224,73972,,63174,16653,15734,30028,18277,8964,43458,19360,,,,20191,15159,28151,29323,,
YDR298C,ATP5,Verified,38834,24239,207,,27486,33001,,358891,21678,13724,28360,29079,26576,10877,2920,1852,21903,30213,2722,,19998,26772,10555,32400
YOR317W,FAA1,Verified,26681,24250,67,,28147,24388,,52664,29540,25479,36764,29948,15136,13739,14643,,10434,24112,9543,11069,17723,70863,58589,7470
YNL220W,ADE12,Verified,34050,24307,88,,40568,35131,57035,137743,18359,37422,28398,19608,19191,13626,40312,,9743,17846,38596,,20215,14130,8172,56800
YPL154C,PEP4,Verified,76343,24369,162,,67204,36910,329266,347959,19800,26333,30351,7972,16582,22406,,,,,1457,9871,,,,
YLR197W,NOP56,Verified,30863,24381,65,,20776,53103,,90868,31122,45774,40735,33392,13851,21163,30513,1787,23170,,24215,,24381,19560,36755,13500
YPR163C,TIF3,Verified,23913,24565,40,9321,10097,17805,16040,,21111,27607,24565,17075,9895,24972,31183,32632,19777,25744,30720,,36852,28853,46099,24000
YDR454C,GUK1,Verified,32424,24575,85,105608,88478,73696,34204,55730,24899,29751,37235,24251,25725,32478,8992,13174,8404,13441,14182,,13861,11213,12661,20500
YLR406C,RPL31B,Verified,35181,24603,83,,,20569,103008,102284,22183,6511,14098,13571,19500,14244,25718,73448,23487,27056,26892,,39183,16239,27760,57500
YOR204W,DED1,Verified,34886,25034,90,,29607,31800,24009,123261,21824,43838,41002,19991,25034,22039,,1340,,,,,,,,
YOR020C,HSP10,Verified,99466,25075,210,20555,132174,114607,25296,749480,24855,28925,35283,18761,21945,21559,,,,,,,,,,149
YGR282C,BGL2,Verified,70525,25110,178,,88321,71336,,440187,12878,25110,33382,21845,20299,5468,,,,,,11944,,,,45000
YOR184W,SER1,Verified,28856,25177,63,6559,53616,42646,31505,88495,30911,29703,26508,17137,23846,30516,41092,18750,13256,17343,37156,,15395,22486,14301,15900
YBR009C,HHF1,Verified,73439,25215,193,,,159789,,,8070,,25215,17859,,,47684,1205,23365,63070,37740,,31350,11949,3413,524000
YAL035W,FUN12,Verified,27948,25419,66,,11570,13235,9689,5513,20136,39788,31370,21861,14143,15199,29641,37533,35920,53732,28976,17963,38270,36822,84197,13400
YEL026W,SNU13,Verified,50898,25693,116,68864,25693,100354,42103,208579,21243,13864,34973,9583,10191,24434,,,,,,,,,,
YPL226W,NEW1,Verified,25593,25729,46,,23355,16377,,5912,24968,38441,39316,25204,10771,17842,26254,1584,28813,36155,23595,,37595,27047,39852,37600
YHL034C,SBP1,Verified,28066,25752,49,,17788,40364,,72521,20358,22953,23259,17830,21364,10813,30543,37794,26041,33606,25464,,28948,28469,34264,12800
YDR343C,HXT6,Verified,30403,25872,79,,6153,6864,32402,,,,26180,4098,,,38398,,9516,25565,69805,,49364,74822,21666,
YDR129C,SAC6,Verified,24543,25994,44,1213,28414,30402,20124,34535,26185,24756,30918,25802,27098,20279,16293,31501,19935,29372,18001,,23132,51684,27712,3510
YDR461W,MFA1,Verified,22219,26175,52,,,,,,,,,,,,32172,,8400,32441,23451,,33675,5958,12758,28900
YPL004C,LSP1,Verified,35863,26182,98,,63370,35149,,113680,28519,22205,41925,23844,31052,13903,,,,,1726,16785,,2553,3372,104000
YKL035W,UGP1,Verified,25869,26200,63,37146,27242,37991,,73976,26200,27111,45071,27576,22754,24183,15571,1155,10944,34759,9543,,16382,28215,8493,17200
YDL022W,GPD1,Verified,35400,26223,82,,46569,24261,30296,9998,18724,15912,41690,26223,25820,17407,,,101536,70258,,2037,33790,92178,44294,807
YCL037C,SRO9,Verified,27980,26393,46,,26859,20554,,8857,20143,19687,22074,17120,25928,14986,53473,36452,37799,43899,38145,,47752,28215,33265,8430
YDR172W,SUP35,Verified,28454,26399,67,4558,37197,15272,,907,20208,32490,26912,21215,11717,14981,39798,,,25886,33381,15037,39310,36581,57826,78900
YPL028W,ERG10,Verified,27986,26405,45,10559,34055,43989,,36600,26405,40713,41506,26498,17459,29629,28628,20053,17005,24315,25966,,20512,10676,16260,60900
YDR341C,YDR341C,Verified,25403,26491,61,13475,28671,38375,3576,54781,26211,41689,32492,31992,10741,26491,,1145,,,,,,,,20600
YDR158W,HOM2,Verified,36770,26502,104,15829,39392,58522,177468,67324,38188,41872,36823,30848,15835,22156,36383,21465,5218,8495,67644,,14081,13111,6336,18400
YGR037C,ACB1,Verified,48431,26555,126,26377,85764,142817,26389,282391,21875,35965,43839,20982,13252,38967,31483,22072,25578,45208,26555,20005,33817,24271,40937,8500
YBR249C,ARO4,Verified,36221,26665,69,,48463,51775,47466,22186,23342,23180,33674,26665,18923,26313,87173,1254,26207,30500,108769,,30232,35594,20189,26300
